PAW protein_summary_9 results file
written: Fri Apr 24 07:34:56 2020

 	=subtotal(109,B6:B5436)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
337.0	1	sp|O15143|ARC1B_HUMAN	 	52.2	372	40949	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens (Human) OX=9606 GN=ARPC1B PE=1 SV=3	105	104	0.990	39	35	31	38	35	31	38.691	35.000	31.000	sp|O15143|ARC1B_HUMAN, sp|Q92747|ARC1A_HUMAN
338.0	1	sp|O15144|ARPC2_HUMAN	 	82.7	300	34333	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens (Human) OX=9606 GN=ARPC2 PE=1 SV=1	169	169	1.000	52	54	63	52	54	63	52.000	54.000	63.000	 
339.0	1	sp|O15145|ARPC3_HUMAN	 	42.7	178	20546	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=ARPC3 PE=1 SV=3	46	46	1.000	14	18	14	14	18	14	14.000	18.000	14.000	 
340.0	1	sp|O15155|BET1_HUMAN	 	24.6	118	13289	BET1 homolog OS=Homo sapiens (Human) OX=9606 GN=BET1 PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
341.0	1	sp|O15160|RPAC1_HUMAN	 	28.0	346	39249	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens (Human) OX=9606 GN=POLR1C PE=1 SV=1	21	21	1.000	5	4	12	5	4	12	5.000	4.000	12.000	 
342.0	1	sp|O15164|TIF1A_HUMAN	 	1.8	1050	116830	Transcription intermediary factor 1-alpha OS=Homo sapiens (Human) OX=9606 GN=TRIM24 PE=1 SV=3	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
343.0	1	sp|O15173|PGRC2_HUMAN	 	39.0	223	23818	Membrane-associated progesterone receptor component 2 OS=Homo sapiens (Human) OX=9606 GN=PGRMC2 PE=1 SV=1	42	33	0.786	11	19	12	9	15	9	10.125	17.400	10.500	sp|O00264|PGRC1_HUMAN, sp|O15173|PGRC2_HUMAN
344.0	1	sp|O15198|SMAD9_HUMAN	 	6.0	467	52493	Mothers against decapentaplegic homolog 9 OS=Homo sapiens (Human) OX=9606 GN=SMAD9 PE=1 SV=1	3	0	0.000	0	1	2	0	0	0	0.000	0.000	0.000	sp|O15198|SMAD9_HUMAN, sp|P84022|SMAD3_HUMAN, sp|Q15796|SMAD2_HUMAN, sp|Q99717|SMAD5_HUMAN
345.0	1	sp|O15212|PFD6_HUMAN	 	55.0	129	14582	Prefoldin subunit 6 OS=Homo sapiens (Human) OX=9606 GN=PFDN6 PE=1 SV=1	22	22	1.000	7	3	12	7	3	12	7.000	3.000	12.000	 
346.0	1	sp|O15213|WDR46_HUMAN	 	10.5	610	68070	WD repeat-containing protein 46 OS=Homo sapiens (Human) OX=9606 GN=WDR46 PE=1 SV=3	7	7	1.000	2	1	4	2	1	4	2.000	1.000	4.000	 
347.0	1	sp|O15217|GSTA4_HUMAN	 	7.2	222	25704	Glutathione S-transferase A4 OS=Homo sapiens (Human) OX=9606 GN=GSTA4 PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	 
348.0	1	sp|O15226|NKRF_HUMAN	 	5.1	690	77672	NF-kappa-B-repressing factor OS=Homo sapiens (Human) OX=9606 GN=NKRF PE=1 SV=2	9	9	1.000	2	3	4	2	3	4	2.000	3.000	4.000	 
349.0	1	sp|O15228|GNPAT_HUMAN	 	3.2	680	77187	Dihydroxyacetone phosphate acyltransferase OS=Homo sapiens (Human) OX=9606 GN=GNPAT PE=1 SV=1	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	 
350.0	1	sp|O15230|LAMA5_HUMAN	 	4.4	3695	399733	Laminin subunit alpha-5 OS=Homo sapiens (Human) OX=9606 GN=LAMA5 PE=1 SV=8	18	18	1.000	8	2	8	8	2	8	8.000	2.000	8.000	 
351.0	1	sp|O15231|ZN185_HUMAN	 	37.2	689	73525	Zinc finger protein 185 OS=Homo sapiens (Human) OX=9606 GN=ZNF185 PE=1 SV=3	27	27	1.000	7	15	5	7	15	5	7.000	15.000	5.000	 
352.0	1	sp|O15232|MATN3_HUMAN	 	25.7	486	52816	Matrilin-3 OS=Homo sapiens (Human) OX=9606 GN=MATN3 PE=1 SV=2	16	16	1.000	0	16	0	0	16	0	0.000	16.000	0.000	 
353.0	1	sp|O15235|RT12_HUMAN	 	14.5	138	15173	28S ribosomal protein S12, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPS12 PE=1 SV=1	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	 
354.0	1	sp|O15240|VGF_HUMAN	 	5.2	615	67257	Neurosecretory protein VGF OS=Homo sapiens (Human) OX=9606 GN=VGF PE=1 SV=2	4	4	1.000	1	3	0	1	3	0	1.000	3.000	0.000	 
355.0	1	sp|O15247|CLIC2_HUMAN	 	29.6	247	28356	Chloride intracellular channel protein 2 OS=Homo sapiens (Human) OX=9606 GN=CLIC2 PE=1 SV=3	11	10	0.909	4	1	6	4	1	5	4.000	1.000	5.139	sp|O15247|CLIC2_HUMAN, sp|Q9NZA1|CLIC5_HUMAN, sp|Q9Y696|CLIC4_HUMAN
356.0	1	sp|O15258|RER1_HUMAN	 	22.4	196	22958	Protein RER1 OS=Homo sapiens (Human) OX=9606 GN=RER1 PE=1 SV=1	13	13	1.000	6	4	3	6	4	3	6.000	4.000	3.000	 
357.0	1	sp|O15260|SURF4_HUMAN	 	25.7	269	30394	Surfeit locus protein 4 OS=Homo sapiens (Human) OX=9606 GN=SURF4 PE=1 SV=3	23	23	1.000	6	8	9	6	8	9	6.000	8.000	9.000	 
358.0	1	sp|O15264|MK13_HUMAN	 	11.0	365	42089	Mitogen-activated protein kinase 13 OS=Homo sapiens (Human) OX=9606 GN=MAPK13 PE=1 SV=1	8	5	0.625	1	3	4	0	1	4	0.000	1.059	4.000	sp|O15264|MK13_HUMAN, sp|P45983|MK08_HUMAN, sp|Q15746|MYLK_HUMAN, sp|Q16539|MK14_HUMAN
359.0	1	sp|O15269|SPTC1_HUMAN	 	17.5	473	52743	Serine palmitoyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=SPTLC1 PE=1 SV=1	16	16	1.000	4	6	6	4	6	6	4.000	6.000	6.000	 
360.0	1	sp|O15270|SPTC2_HUMAN	 	8.0	562	62924	Serine palmitoyltransferase 2 OS=Homo sapiens (Human) OX=9606 GN=SPTLC2 PE=1 SV=1	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000	 
361.0	1	sp|O15294|OGT1_HUMAN	 	12.5	1046	116923	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens (Human) OX=9606 GN=OGT PE=1 SV=3	21	21	1.000	7	6	8	7	6	8	7.000	6.000	8.000	 
362.0	1	sp|O15296|LX15B_HUMAN	 	49.6	676	75856	Arachidonate 15-lipoxygenase B OS=Homo sapiens (Human) OX=9606 GN=ALOX15B PE=1 SV=3	66	66	1.000	0	65	1	0	65	1	0.000	65.000	1.000	 
363.0	1	sp|O15305|PMM2_HUMAN	 	33.7	246	28082	Phosphomannomutase 2 OS=Homo sapiens (Human) OX=9606 GN=PMM2 PE=1 SV=1	31	31	1.000	9	15	7	9	15	7	9.000	15.000	7.000	 
364.0	1	sp|O15321|TM9S1_HUMAN	 	13.2	606	68860	Transmembrane 9 superfamily member 1 OS=Homo sapiens (Human) OX=9606 GN=TM9SF1 PE=2 SV=2	9	9	1.000	3	5	1	3	5	1	3.000	5.000	1.000	 
365.0	1	sp|O15335|CHAD_HUMAN	 	27.0	359	40475	Chondroadherin OS=Homo sapiens (Human) OX=9606 GN=CHAD PE=1 SV=2	11	11	1.000	0	7	4	0	7	4	0.000	7.000	4.000	 
366.0	1	sp|O15347|HMGB3_HUMAN	 	38.5	200	22980	High mobility group protein B3 OS=Homo sapiens (Human) OX=9606 GN=HMGB3 PE=1 SV=4	77	36	0.468	26	24	27	10	13	13	12.286	15.860	15.758	sp|O15347|HMGB3_HUMAN, sp|P26583|HMGB2_HUMAN
367.0	1	sp|O15355|PPM1G_HUMAN	 	44.0	546	59271	Protein phosphatase 1G OS=Homo sapiens (Human) OX=9606 GN=PPM1G PE=1 SV=1	71	71	1.000	25	20	26	25	20	26	25.000	20.000	26.000	 
368.0	1	sp|O15357|SHIP2_HUMAN	 	5.4	1258	138597	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens (Human) OX=9606 GN=INPPL1 PE=1 SV=2	10	8	0.800	5	1	4	4	1	3	4.571	1.000	3.250	sp|O15357|SHIP2_HUMAN, sp|Q92835|SHIP1_HUMAN
369.0	1	sp|O15371|EIF3D_HUMAN	 	37.6	548	63972	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens (Human) OX=9606 GN=EIF3D PE=1 SV=1	34	34	1.000	11	9	14	11	9	14	11.000	9.000	14.000	 
370.0	1	sp|O15372|EIF3H_HUMAN	 	44.3	352	39930	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens (Human) OX=9606 GN=EIF3H PE=1 SV=1	98	98	1.000	34	32	32	34	32	32	34.000	32.000	32.000	 
371.0	1	sp|O15379|HDAC3_HUMAN	 	9.8	428	48847	Histone deacetylase 3 OS=Homo sapiens (Human) OX=9606 GN=HDAC3 PE=1 SV=2	4	3	0.750	1	0	3	0	0	3	0.000	0.000	3.000	sp|O15379|HDAC3_HUMAN, sp|Q13547|HDAC1_HUMAN, sp|Q92769|HDAC2_HUMAN
372.0	1	sp|O15381|NVL_HUMAN	 	6.3	856	95050	Nuclear valosin-containing protein-like OS=Homo sapiens (Human) OX=9606 GN=NVL PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
373.0	1	sp|O15382|BCAT2_HUMAN	 	17.6	392	44287	Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=BCAT2 PE=1 SV=2	19	19	1.000	5	7	7	5	7	7	5.000	7.000	7.000	 
374.0	1	sp|O15397|IPO8_HUMAN	 	4.2	1037	119937	Importin-8 OS=Homo sapiens (Human) OX=9606 GN=IPO8 PE=1 SV=2	4	4	1.000	3	0	1	3	0	1	3.000	0.000	1.000	 
375.0	1	sp|O15400|STX7_HUMAN	 	62.1	261	29815	Syntaxin-7 OS=Homo sapiens (Human) OX=9606 GN=STX7 PE=1 SV=4	46	46	1.000	19	13	14	19	13	14	19.000	13.000	14.000	 
376.0	1	sp|O15439|MRP4_HUMAN	 	2.2	1325	149525	Multidrug resistance-associated protein 4 OS=Homo sapiens (Human) OX=9606 GN=ABCC4 PE=1 SV=3	7	2	0.286	2	1	4	0	0	2	1.000	0.500	3.333	sp|O15439|MRP4_HUMAN, sp|Q9NUT2|MITOS_HUMAN
377.0	1	sp|O15446|RPA34_HUMAN	 	22.7	510	54985	DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens (Human) OX=9606 GN=CD3EAP PE=1 SV=1	13	13	1.000	2	3	8	2	3	8	2.000	3.000	8.000	 
378.0	1	sp|O15460|P4HA2_HUMAN	 	39.3	535	60901	Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens (Human) OX=9606 GN=P4HA2 PE=1 SV=1	64	64	1.000	17	26	21	17	26	21	17.000	26.000	21.000	 
379.0	1	sp|O15498|YKT6_HUMAN	 	46.0	198	22417	Synaptobrevin homolog YKT6 OS=Homo sapiens (Human) OX=9606 GN=YKT6 PE=1 SV=1	31	31	1.000	7	12	12	7	12	12	7.000	12.000	12.000	 
380.0	1	sp|O15511|ARPC5_HUMAN	 	80.8	151	16320	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens (Human) OX=9606 GN=ARPC5 PE=1 SV=3	86	85	0.988	30	28	28	29	28	28	29.707	28.000	28.000	sp|O15511|ARPC5_HUMAN, sp|Q9BPX5|ARP5L_HUMAN
381.0	1	sp|O15530|PDPK1_HUMAN	 	4.3	556	63151	3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens (Human) OX=9606 GN=PDPK1 PE=1 SV=1	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	 
382.0	1	sp|O15533|TPSN_HUMAN	 	12.1	448	47625	Tapasin OS=Homo sapiens (Human) OX=9606 GN=TAPBP PE=1 SV=1	41	41	1.000	16	11	14	16	11	14	16.000	11.000	14.000	 
383.0	1	sp|O15540|FABP7_HUMAN	 	59.1	132	14889	Fatty acid-binding protein, brain OS=Homo sapiens (Human) OX=9606 GN=FABP7 PE=1 SV=3	76	76	1.000	27	32	17	27	32	17	27.000	32.000	17.000	 
384.0	1	sp|O43143|DHX15_HUMAN	 	43.0	795	90932	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens (Human) OX=9606 GN=DHX15 PE=1 SV=2	152	150	0.987	47	53	52	46	53	51	46.939	53.000	51.944	sp|O43143|DHX15_HUMAN, sp|O60231|DHX16_HUMAN, sp|Q14562|DHX8_HUMAN
385.0	1	sp|O43148|MCES_HUMAN	 	15.8	476	54843	mRNA cap guanine-N7 methyltransferase OS=Homo sapiens (Human) OX=9606 GN=RNMT PE=1 SV=1	22	22	1.000	6	4	12	6	4	12	6.000	4.000	12.000	 
386.0	1	sp|O43149|ZZEF1_HUMAN	 	2.8	2961	331072	Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=ZZEF1 PE=1 SV=6	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000	 
387.0	1	sp|O43159|RRP8_HUMAN	 	9.0	456	50714	Ribosomal RNA-processing protein 8 OS=Homo sapiens (Human) OX=9606 GN=RRP8 PE=1 SV=2	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000	 
388.0	1	sp|O43169|CYB5B_HUMAN	 	60.0	150	16694	Cytochrome b5 type B OS=Homo sapiens (Human) OX=9606 GN=CYB5B PE=1 SV=3	29	29	1.000	9	8	12	9	8	12	9.000	8.000	12.000	 
389.0	1	sp|O43172|PRP4_HUMAN	 	28.9	522	58449	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens (Human) OX=9606 GN=PRPF4 PE=1 SV=2	24	24	1.000	10	5	9	10	5	9	10.000	5.000	9.000	 
390.0	1	sp|O43175|SERA_HUMAN	 	48.2	533	56650	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens (Human) OX=9606 GN=PHGDH PE=1 SV=4	180	180	1.000	67	52	61	67	52	61	67.000	52.000	61.000	 
391.0	1	sp|O43181|NDUS4_HUMAN	 	17.1	175	20108	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFS4 PE=1 SV=1	14	14	1.000	5	5	4	5	5	4	5.000	5.000	4.000	 
392.0	1	sp|O43236|SEPT4_HUMAN	 	7.9	478	55098	Septin-4 OS=Homo sapiens (Human) OX=9606 GN=SEPTIN4 PE=1 SV=1	12	3	0.250	3	5	4	0	1	2	0.000	1.260	2.438	sp|O43236|SEPT4_HUMAN, sp|Q16181|SEPT7_HUMAN, sp|Q99719|SEPT5_HUMAN
393.0	1	sp|O43237|DC1L2_HUMAN	 	40.0	492	54099	Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens (Human) OX=9606 GN=DYNC1LI2 PE=1 SV=1	60	60	1.000	16	25	19	16	25	19	16.000	25.000	19.000	 
394.0	1	sp|O43242|PSMD3_HUMAN	 	44.6	534	60977	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens (Human) OX=9606 GN=PSMD3 PE=1 SV=2	105	105	1.000	34	31	40	34	31	40	34.000	31.000	40.000	 
395.0	1	sp|O43252|PAPS1_HUMAN	 	44.9	624	70832	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens (Human) OX=9606 GN=PAPSS1 PE=1 SV=2	89	82	0.921	21	32	36	20	30	32	20.769	31.017	34.844	sp|O43252|PAPS1_HUMAN, sp|O95340|PAPS2_HUMAN
396.0	1	sp|O43264|ZW10_HUMAN	 	11.9	779	88828	Centromere/kinetochore protein zw10 homolog OS=Homo sapiens (Human) OX=9606 GN=ZW10 PE=1 SV=3	12	12	1.000	4	3	5	4	3	5	4.000	3.000	5.000	 
397.0	1	sp|O43278|SPIT1_HUMAN	 	20.0	529	58397	Kunitz-type protease inhibitor 1 OS=Homo sapiens (Human) OX=9606 GN=SPINT1 PE=1 SV=2	22	22	1.000	6	8	8	6	8	8	6.000	8.000	8.000	 
398.0	1	sp|O43290|SNUT1_HUMAN	 	29.9	800	90254	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens (Human) OX=9606 GN=SART1 PE=1 SV=1	45	45	1.000	18	12	15	18	12	15	18.000	12.000	15.000	 
399.0	1	sp|O43291|SPIT2_HUMAN	 	17.5	252	28228	Kunitz-type protease inhibitor 2 OS=Homo sapiens (Human) OX=9606 GN=SPINT2 PE=1 SV=2	9	9	1.000	0	3	6	0	3	6	0.000	3.000	6.000	 
400.0	1	sp|O43292|GPAA1_HUMAN	 	4.5	621	67622	Glycosylphosphatidylinositol anchor attachment 1 protein OS=Homo sapiens (Human) OX=9606 GN=GPAA1 PE=1 SV=3	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	 
401.0	1	sp|O43293|DAPK3_HUMAN	 	11.2	454	52535	Death-associated protein kinase 3 OS=Homo sapiens (Human) OX=9606 GN=DAPK3 PE=1 SV=1	8	6	0.750	4	3	1	3	2	1	3.600	3.000	1.000	sp|O43293|DAPK3_HUMAN, sp|P53355|DAPK1_HUMAN
402.0	1	sp|O43294|TGFI1_HUMAN	 	30.2	461	49814	Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens (Human) OX=9606 GN=TGFB1I1 PE=1 SV=2	28	28	1.000	8	14	6	8	14	6	8.000	14.000	6.000	 
403.0	1	sp|O43301|HS12A_HUMAN	 	4.4	675	74977	Heat shock 70 kDa protein 12A OS=Homo sapiens (Human) OX=9606 GN=HSPA12A PE=1 SV=2	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000	 
404.0	1	sp|O43324|MCA3_HUMAN	 	38.5	174	19810	Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens (Human) OX=9606 GN=EEF1E1 PE=1 SV=1	27	27	1.000	7	13	7	7	13	7	7.000	13.000	7.000	 
405.0	1	sp|O43347|MSI1H_HUMAN	 	7.5	362	39124	RNA-binding protein Musashi homolog 1 OS=Homo sapiens (Human) OX=9606 GN=MSI1 PE=1 SV=1	4	1	0.250	3	1	0	1	0	0	3.000	0.000	0.000	sp|O43347|MSI1H_HUMAN, sp|Q96DH6|MSI2H_HUMAN
406.0	1	sp|O43390|HNRPR_HUMAN	 	49.4	633	70942	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens (Human) OX=9606 GN=HNRNPR PE=1 SV=1	214	149	0.696	75	73	66	55	51	43	65.092	61.200	51.910	sp|O43390|HNRPR_HUMAN, sp|O60506|HNRPQ_HUMAN
407.0	1	sp|O43395|PRPF3_HUMAN	 	20.2	683	77528	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens (Human) OX=9606 GN=PRPF3 PE=1 SV=2	27	27	1.000	7	11	9	7	11	9	7.000	11.000	9.000	 
408.0	1	sp|O43396|TXNL1_HUMAN	 	41.9	289	32251	Thioredoxin-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=TXNL1 PE=1 SV=3	46	46	1.000	14	18	14	14	18	14	14.000	18.000	14.000	 
409.0	1	sp|O43399|TPD54_HUMAN	 	68.9	206	22237	Tumor protein D54 OS=Homo sapiens (Human) OX=9606 GN=TPD52L2 PE=1 SV=2	90	90	1.000	29	33	28	29	33	28	29.000	33.000	28.000	 
410.0	1	sp|O43402|EMC8_HUMAN	 	31.9	210	23773	ER membrane protein complex subunit 8 OS=Homo sapiens (Human) OX=9606 GN=EMC8 PE=1 SV=1	14	14	1.000	3	5	6	3	5	6	3.000	5.000	6.000	 
411.0	1	sp|O43405|COCH_HUMAN	 	18.0	550	59482	Cochlin OS=Homo sapiens (Human) OX=9606 GN=COCH PE=1 SV=1	27	27	1.000	5	11	11	5	11	11	5.000	11.000	11.000	 
412.0	1	sp|O43414|ERI3_HUMAN	 	12.5	337	37238	ERI1 exoribonuclease 3 OS=Homo sapiens (Human) OX=9606 GN=ERI3 PE=1 SV=2	7	7	1.000	3	3	1	3	3	1	3.000	3.000	1.000	 
413.0	1	sp|O43432|IF4G3_HUMAN	 	5.7	1585	176650	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens (Human) OX=9606 GN=EIF4G3 PE=1 SV=2	33	5	0.152	9	12	12	1	2	2	1.133	2.328	2.308	sp|O43432|IF4G3_HUMAN, sp|Q04637|IF4G1_HUMAN
414.0	1	sp|O43447|PPIH_HUMAN	 	52.0	177	19208	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens (Human) OX=9606 GN=PPIH PE=1 SV=1	37	37	1.000	13	9	15	13	9	15	13.000	9.000	15.000	 
415.0	1	sp|O43464|HTRA2_HUMAN	 	17.0	458	48840	Serine protease HTRA2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=HTRA2 PE=1 SV=2	17	17	1.000	5	4	8	5	4	8	5.000	4.000	8.000	 
416.0	1	sp|O43488|ARK72_HUMAN	 	29.0	359	39589	Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens (Human) OX=9606 GN=AKR7A2 PE=1 SV=3	44	41	0.932	9	21	14	9	19	13	9.000	20.810	14.000	sp|O43488|ARK72_HUMAN, sp|O95154|ARK73_HUMAN
417.0	1	sp|O43490|PROM1_HUMAN	 	9.7	865	97201	Prominin-1 OS=Homo sapiens (Human) OX=9606 GN=PROM1 PE=1 SV=1	15	15	1.000	4	7	4	4	7	4	4.000	7.000	4.000	 
418.0	1	sp|O43491|E41L2_HUMAN	 	44.9	1005	112587	Band 4.1-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=EPB41L2 PE=1 SV=1	145	129	0.890	57	40	48	52	35	42	56.491	39.275	46.992	sp|O43491|E41L2_HUMAN, sp|P11171|41_HUMAN, sp|Q9H4G0|E41L1_HUMAN, sp|Q9Y2J2|E41L3_HUMAN
419.0	1	sp|O43493|TGON2_HUMAN	 	28.6	437	45879	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens (Human) OX=9606 GN=TGOLN2 PE=1 SV=4	49	49	1.000	17	19	13	17	19	13	17.000	19.000	13.000	 
420.0	1	sp|O43504|LTOR5_HUMAN	 	48.4	91	9614	Ragulator complex protein LAMTOR5 OS=Homo sapiens (Human) OX=9606 GN=LAMTOR5 PE=1 SV=1	7	7	1.000	2	4	1	2	4	1	2.000	4.000	1.000	 
421.0	1	sp|O43516|WIPF1_HUMAN	 	17.9	503	51258	WAS/WASL-interacting protein family member 1 OS=Homo sapiens (Human) OX=9606 GN=WIPF1 PE=1 SV=3	12	12	1.000	5	2	5	5	2	5	5.000	2.000	5.000	 
422.0	1	sp|O43583|DENR_HUMAN	 	20.7	198	22092	Density-regulated protein OS=Homo sapiens (Human) OX=9606 GN=DENR PE=1 SV=2	18	18	1.000	4	8	6	4	8	6	4.000	8.000	6.000	 
423.0	1	sp|O43592|XPOT_HUMAN	 	12.4	962	109963	Exportin-T OS=Homo sapiens (Human) OX=9606 GN=XPOT PE=1 SV=2	17	17	1.000	4	8	5	4	8	5	4.000	8.000	5.000	 
424.0	1	sp|O43598|DNPH1_HUMAN	 	73.0	174	19108	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens (Human) OX=9606 GN=DNPH1 PE=1 SV=1	39	39	1.000	13	12	14	13	12	14	13.000	12.000	14.000	 
425.0	1	sp|O43602|DCX_HUMAN	 	7.7	365	40573	Neuronal migration protein doublecortin OS=Homo sapiens (Human) OX=9606 GN=DCX PE=1 SV=4	8	3	0.375	2	4	2	0	2	1	0.000	2.308	1.167	sp|O15075|DCLK1_HUMAN, sp|O43602|DCX_HUMAN
426.0	1	sp|O43615|TIM44_HUMAN	 	44.9	452	51355	Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens (Human) OX=9606 GN=TIMM44 PE=1 SV=2	45	45	1.000	15	18	12	15	18	12	15.000	18.000	12.000	 
427.0	1	sp|O43617|TPPC3_HUMAN	 	26.7	180	20274	Trafficking protein particle complex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=TRAPPC3 PE=1 SV=1	9	9	1.000	2	4	3	2	4	3	2.000	4.000	3.000	 
428.0	1	sp|O43633|CHM2A_HUMAN	 	37.4	222	25104	Charged multivesicular body protein 2a OS=Homo sapiens (Human) OX=9606 GN=CHMP2A PE=1 SV=1	28	28	1.000	7	12	9	7	12	9	7.000	12.000	9.000	 
429.0	1	sp|O43639|NCK2_HUMAN	 	5.0	380	42915	Cytoplasmic protein NCK2 OS=Homo sapiens (Human) OX=9606 GN=NCK2 PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
430.0	1	sp|O43657|TSN6_HUMAN	 	7.8	245	27563	Tetraspanin-6 OS=Homo sapiens (Human) OX=9606 GN=TSPAN6 PE=1 SV=1	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000	 
431.0	1	sp|O43660|PLRG1_HUMAN	 	15.0	514	57193	Pleiotropic regulator 1 OS=Homo sapiens (Human) OX=9606 GN=PLRG1 PE=1 SV=1	13	13	1.000	7	2	4	7	2	4	7.000	2.000	4.000	 
432.0	1	sp|O43663|PRC1_HUMAN	 	2.3	620	71606	Protein regulator of cytokinesis 1 OS=Homo sapiens (Human) OX=9606 GN=PRC1 PE=1 SV=2	2	1	0.500	2	0	0	1	0	0	1.071	0.000	0.000	sp|O43663|PRC1_HUMAN, sp|Q96I25|SPF45_HUMAN
433.0	1	sp|O43665|RGS10_HUMAN	 	27.6	181	21210	Regulator of G-protein signaling 10 OS=Homo sapiens (Human) OX=9606 GN=RGS10 PE=1 SV=3	15	15	1.000	5	5	5	5	5	5	5.000	5.000	5.000	 
434.0	1	sp|O43670|ZN207_HUMAN	 	11.3	478	50750	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens (Human) OX=9606 GN=ZNF207 PE=1 SV=1	21	21	1.000	7	8	6	7	8	6	7.000	8.000	6.000	 
435.0	1	sp|O43674|NDUB5_HUMAN	 	14.3	189	21750	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFB5 PE=1 SV=1	10	10	1.000	4	2	4	4	2	4	4.000	2.000	4.000	 
436.0	1	sp|O43676|NDUB3_HUMAN	 	18.4	98	11402	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=NDUFB3 PE=1 SV=3	8	8	1.000	3	2	3	3	2	3	3.000	2.000	3.000	 
437.0	1	sp|O43678|NDUA2_HUMAN	 	36.4	99	10921	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens (Human) OX=9606 GN=NDUFA2 PE=1 SV=3	19	19	1.000	7	5	7	7	5	7	7.000	5.000	7.000	 
438.0	1	sp|O43681|ASNA_HUMAN	 	38.5	348	38792	ATPase ASNA1 OS=Homo sapiens (Human) OX=9606 GN=ASNA1 PE=1 SV=2	32	32	1.000	10	13	9	10	13	9	10.000	13.000	9.000	 
