New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Apr 24 07:35:32 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_A	Total_B	Total_C	Unique_A	Unique_B	Unique_C	Corrected_A	Corrected_B	Corrected_C	PSMs_Used_A	TotInt_126C_A	TotInt_127N_A	TotInt_127C_A	TotInt_128N_A	TotInt_128C_A	TotInt_129N_A	TotInt_129C_A	TotInt_130N_A	TotInt_130C_A	TotInt_131N_A	TotInt_131C_A	PSMs_Used_B	TotInt_126C_B	TotInt_127N_B	TotInt_127C_B	TotInt_128N_B	TotInt_128C_B	TotInt_129N_B	TotInt_129C_B	TotInt_130N_B	TotInt_130C_B	TotInt_131N_B	TotInt_131C_B	PSMs_Used_C	TotInt_126C_C	TotInt_127N_C	TotInt_127C_C	TotInt_128N_C	TotInt_128C_C	TotInt_129N_C	TotInt_129C_C	TotInt_130N_C	TotInt_130C_C	TotInt_131N_C	TotInt_131C_C
1277	1	sp|P14174|MIF_HUMAN	 	 	 	 	42.6	115	12476	Macrophage migration inhibitory factor OS=Homo sapiens (Human) OX=9606 GN=MIF PE=1 SV=4	45	45	1.000	15	12	18	15	12	18	15.000	12.000	18.000	15	962725.500733	1325763.98584	3560243.156739	1617168.1445320002	1246056.987793	2248640.2202159995	1256416.271973	297635.98651	126081.72326799999	1603210.9100350002	150.0	12	153453.53179900002	1250003.509034	1230107.4923089999	732106.3037120001	1028020.7408450001	1895800.364746	841932.7558589999	413327.26110800006	405508.086425	1120951.819336	964.0501710000001	18	1037852.477785	1566241.447511	2451136.1452639997	1052902.257324	1209330.0998530001	2366707.270752	2680292.677735	564822.9660649999	278089.764648	1255022.6337889999	150.0
1278	1	sp|P14207|FOLR2_HUMAN	 	 	 	 	39.6	255	29279	Folate receptor beta OS=Homo sapiens (Human) OX=9606 GN=FOLR2 PE=1 SV=4	43	43	1.000	10	12	21	10	12	21	10.000	12.000	21.000	10	157686.136476	542359.576171	369791.58593800006	410933.88379	427690.416991	147997.156494	548050.6503890001	272593.183594	173965.826171	384873.86963000003	4352.028319999999	12	115906.62719799999	182821.259765	244780.19482300003	660127.909668	430231.099122	241228.52588000003	207299.984375	294631.33251900005	769600.377199	486644.848633	30210.280272	21	938390.609619	3283998.521972	1062445.883062	1721696.2501230002	2900983.6545420005	1629583.93689	1877212.2948010005	2980201.21582	972753.998658	1649701.0336900002	24060.884400000003
1279	1	sp|P14209|CD99_HUMAN	 	 	 	 	29.2	185	18848	CD99 antigen OS=Homo sapiens (Human) OX=9606 GN=CD99 PE=1 SV=1	6	6	1.000	2	3	1	2	3	1	2.000	3.000	1.000	2	18608.038696	60450.34967	35270.690001999996	47022.377563999995	52771.998047	30392.223876999997	42177.356567999996	30421.643311000003	17307.861206	41164.684448	150.0	3	20506.496094	15722.647826999997	52648.322998999996	30002.712891000003	35354.908203	57237.769775	14668.719971	35615.623169	57974.60669	42633.458007999994	1324.571411	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1280	1	sp|P14210|HGF_HUMAN	 	 	 	 	6.3	728	83133	Hepatocyte growth factor OS=Homo sapiens (Human) OX=9606 GN=HGF PE=1 SV=2	9	9	1.000	0	0	9	0	0	9	0.000	0.000	9.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	41955.457152999996	76308.86767499999	842065.091798	58932.599489	129922.585693	62883.177613	74162.63147	44813.86779900001	40062.576660000006	72287.922362	150.0
1281	1	sp|P14314|GLU2B_HUMAN	 	 	 	 	46.0	528	59425	Glucosidase 2 subunit beta OS=Homo sapiens (Human) OX=9606 GN=PRKCSH PE=1 SV=2	194	194	1.000	62	68	64	62	68	64	62.000	68.000	64.000	62	4339959.933595001	8069826.047854001	17537729.658934	8330732.780764999	12285619.315431997	9628109.16797	7786719.948728	3153343.213748	2424927.8907449995	9978067.949465	150.0	68	1794237.1719349995	9857918.369994	9176618.821046997	10142328.601684999	6120385.654604	12685754.282712998	7444344.921630999	4071567.091064999	4680973.756716	9590109.005249001	75016.385436	64	5941134.748111	10538260.221806	17082947.591187004	9772728.267211001	9852037.10779	16323882.616091	15855472.140868999	4907475.875118	3027122.756717	7877325.036009001	750.329712
1282	1	sp|P14317|HCLS1_HUMAN	 	 	 	 	48.4	486	54013	Hematopoietic lineage cell-specific protein OS=Homo sapiens (Human) OX=9606 GN=HCLS1 PE=1 SV=3	80	80	1.000	29	21	30	29	21	30	29.000	21.000	30.000	29	793256.6471559999	1756423.4462300001	965190.2521979999	1527543.0891090007	4470624.063234	883480.513734	2056594.6235350003	336116.49554499995	242480.05303900002	1585447.2338880002	150.0	21	98151.16991999999	313097.43041800003	940091.0048820002	1039774.6843259999	660107.398437	727153.506345	443161.6985500001	295500.62018	373389.75347899995	825448.1533209999	5918.535644	30	574510.254212	699148.297976	1020937.3964849999	2374315.5097660003	647592.1070549999	1050288.4152850003	3861125.1928700004	1125554.377196	415937.248658	1075498.4327400003	1110.05188
1283	1	sp|P14324|FPPS_HUMAN	 	 	 	 	24.6	419	48275	Farnesyl pyrophosphate synthase OS=Homo sapiens (Human) OX=9606 GN=FDPS PE=1 SV=4	69	69	1.000	19	31	19	19	31	19	19.000	31.000	19.000	19	739923.3330099998	837970.4523909999	2556052.804199	627229.502198	1352316.5883820003	1501002.263917	929936.170168	375649.452879	226857.067261	1373418.613283	150.0	31	415374.67761400004	911515.0465109999	4174143.724122001	816725.0941160001	2024103.874388	8625157.870115	648286.1964730001	985786.0426030002	990055.86841	1784677.264649	15159.222656999998	19	1004498.1159669999	1007211.6749270001	794121.5458990001	845831.660645	1174715.324095	2305328.301272	1595144.016356	1540571.0895380003	247149.91784800004	1443651.721926	150.0
1284	1	sp|P14384|CBPM_HUMAN	 	 	 	 	8.4	443	50513	Carboxypeptidase M OS=Homo sapiens (Human) OX=9606 GN=CPM PE=1 SV=2	8	8	1.000	3	3	2	3	3	2	3.000	3.000	2.000	3	77966.20459000001	172428.591797	236048.344727	107892.047851	119612.627685	71246.74414	181041.630859	125163.402588	164339.40747	139571.784668	5132.994140999999	3	101865.649414	81512.193359	99253.673828	52560.459961	87550.167969	45799.365234	47851.825196000005	106312.775391	84993.41211	114536.4375	1714.328979	2	43977.891600999996	145297.041992	50230.393311	155158.312012	99134.300781	178007.816406	149146.374023	120709.08789100002	45904.646973	122564.59033300001	150.0
1285	1	sp|P14406|CX7A2_HUMAN	 	 	 	 	27.7	83	9396	Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=COX7A2 PE=1 SV=1	19	19	1.000	7	7	5	7	7	5	7.000	7.000	5.000	7	388143.0	693091.417968	395564.091797	569383.570314	1045941.0820309999	775196.992186	735311.757813	189548.67285200002	149558.177735	581273.181642	150.0	7	203046.25341900002	609038.955079	981472.9042979999	396448.25	482194.40624900005	842836.1132809999	397757.86425800005	192268.30761699998	366541.82617200003	617269.376953	2837.998169	5	161818.246094	286763.46679700003	204385.011718	194562.728515	356537.578126	728139.999999	467792.289064	261754.027343	83877.141602	235989.398437	1566.470947
1286	1	sp|P14543|NID1_HUMAN	 	 	sp|P14543|NID1_HUMAN, sp|Q14112|NID2_HUMAN	 	26.9	1247	136376	Nidogen-1 OS=Homo sapiens (Human) OX=9606 GN=NID1 PE=1 SV=3	90	85	0.944	32	32	26	32	30	23	32.000	31.091	24.605	32	1968823.3479039997	893657.4398180001	854401.286986	1121665.659424	838658.9711909998	1285046.3723149998	889021.1494149999	1013170.3499759999	877432.017764	957362.5590839998	18777.816407	30	1043183.286439	912207.09546	1281310.853272	550853.0672619999	1091361.478271	917670.0173329999	1745826.351928	1625158.987061	387962.277714	1254332.2277809998	2319.547119	23	641310.112304	676493.8022459999	547409.276858	355648.193666	647405.1835909999	427200.15625	559426.790771	236303.341919	237065.76318399998	451986.01367400005	5277.705078
1287	1	sp|P14550|AK1A1_HUMAN	 	 	sp|P14550|AK1A1_HUMAN, sp|P15121|ALDR_HUMAN	 	64.0	325	36573	Aldo-keto reductase family 1 member A1 OS=Homo sapiens (Human) OX=9606 GN=AKR1A1 PE=1 SV=3	146	140	0.959	50	52	44	48	50	42	49.433	51.538	43.377	48	2414704.356568	3505839.210450999	1678995.5422359996	3772925.0869149994	9509498.955568999	3082950.206421	5677814.237792998	1516880.5401599994	1259427.6406220004	4160100.539309001	4360.958251999999	50	956583.1705940001	2179998.075196	5451915.8623009985	3730864.837042	3251608.363893	9229808.060791	4362403.479858	2527908.704958	3263846.4504389996	3729142.993047002	65213.779421	42	794767.133913	3116542.776609999	3023337.0642130007	2459490.3466200004	4821074.32764	3285524.7380400007	8014950.273926	2733563.682495999	898716.9730250002	2814024.9187020008	11677.137756
1288	1	sp|P14555|PA2GA_HUMAN	 	 	 	 	11.1	144	16083	Phospholipase A2, membrane associated OS=Homo sapiens (Human) OX=9606 GN=PLA2G2A PE=1 SV=2	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	1	45414.308594	14372.295897999998	9172.835938	4451.005371	10238.985352	4419.254395	4499.835449	4374.667969	4648.137695	9631.675781	150.0	2	2056.05835	13052.25293	3474.6875	1982.8992920000003	7889.137085	2699.9011229999996	7268.630615	14217.088379	71285.083985	12661.740722999999	3219.6449580000003	2	12666.223144	15687.078613000001	10836.953858	14727.176026	14641.222168	31742.903319999998	12418.351074	15565.050780999998	7473.947022	14713.409912000001	741.716431
1290	1	sp|P14621|ACYP2_HUMAN	 	 	 	 	29.3	99	11139	Acylphosphatase-2 OS=Homo sapiens (Human) OX=9606 GN=ACYP2 PE=1 SV=2	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	2	27436.541503	45220.206053999995	28371.926758	46867.891113	61662.56640599999	40086.259765	48720.42724600001	25500.312989000002	26704.554199000002	41840.20312400001	150.0	1	14427.724609	19133.869141	33061.648438	14470.867188	18022.472656	41462.203125	22958.773438	20890.896484	24918.136719	34847.769531	150.0	2	9544.566895	28530.766601	17673.870605	35051.929199	46648.989257	120395.17187600001	94726.809083	25342.228515000003	16813.716065	29751.621093	150.0
1291	1	sp|P14625|ENPL_HUMAN	 	 	sp|P08238|HS90B_HUMAN, sp|P14625|ENPL_HUMAN	 	65.5	803	92468	Endoplasmin OS=Homo sapiens (Human) OX=9606 GN=HSP90B1 PE=1 SV=1	638	602	0.944	246	188	204	232	178	192	241.053	184.466	199.759	232	37170401.604435004	28216761.907415994	62708236.935547	31622225.234864	76159690.479123	35829345.646544	37806567.639285006	9659812.591927003	7341453.243295	37456713.913881004	6601.611939	178	4166260.2120989994	34220732.119935	51082167.60633199	27750340.049566995	23660173.591376003	34716566.61163899	23204162.107053	11256047.625675	14908248.969423996	34251128.107733	184207.26940900003	192	26177986.385073	49188946.278012	45833185.229011014	48635697.48407001	60652410.532351986	81572872.47582899	60119335.048213	21404118.588072	7811032.633969001	32461160.408019003	56441.307371999996
1293	1	sp|P14678|RSMB_HUMAN (+1)	sp|P14678|RSMB_HUMAN&sp|P63162|RSMN_HUMAN	 	 	 	21.7	240	24610	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens (Human) OX=9606 GN=SNRPB PE=1 SV=2	33	33	1.000	14	8	11	14	8	11	14.000	8.000	11.000	14	850292.487548	1659378.0175800002	2764914.175781	1489476.9560560002	971572.0693359999	3706722.452148	1183693.0380870001	488547.97644	268165.45440700004	1539869.152343	1237.733643	8	227669.64770600002	1195427.151367	1998596.496094	955009.500001	1355631.2402340001	1229991.408203	1664775.613281	403798.853027	695517.924807	1222868.531249	14111.695312	11	1019983.671875	2114140.724609	2579321.009765	1340429.668945	1051866.17627	4510587.144532001	1477341.8544919998	1024360.6521	465072.91784700006	1542293.041992	150.0
1294	1	sp|P14735|IDE_HUMAN	 	 	 	 	16.2	1019	117967	Insulin-degrading enzyme OS=Homo sapiens (Human) OX=9606 GN=IDE PE=1 SV=4	26	26	1.000	5	6	15	5	6	15	5.000	6.000	15.000	5	67430.54004	107910.61914200001	247226.242188	138469.68164	173880.65331999998	88154.270508	116554.510742	66107.26220699999	52693.269532000006	119974.334472	150.0	6	23705.228271	80654.72021500001	115861.48290999999	84959.24267600001	89673.996094	142662.75537099998	75564.316895	48381.700197	138548.312499	106675.71240199999	2772.109498	15	359746.634155	421559.727295	353408.501221	434153.47192499996	464160.056154	500793.761478	1159938.1157240001	256683.14330999996	175307.008421	326558.44677700003	1550.292542
1295	1	sp|P14780|MMP9_HUMAN	 	 	 	 	8.8	707	78457	Matrix metalloproteinase-9 OS=Homo sapiens (Human) OX=9606 GN=MMP9 PE=1 SV=3	11	11	1.000	0	3	8	0	3	8	0.000	3.000	8.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	11129.702392	66985.163086	115305.189453	59565.333008	95462.994141	62384.911133	33842.217773	24030.699219000002	29376.701172	79901.880859	150.0	8	112819.11279300001	281414.503419	173227.350586	710306.506837	247742.952636	230002.712404	272574.65063299995	81085.54284699999	67732.28124899999	172220.300048	150.0
1296	1	sp|P14854|CX6B1_HUMAN	 	 	 	 	75.6	86	10192	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens (Human) OX=9606 GN=COX6B1 PE=1 SV=2	50	50	1.000	14	17	19	14	17	19	14.000	17.000	19.000	14	503554.480225	699096.792968	347497.10614	640002.8160399998	1038857.6684569998	750204.622559	673434.8837890001	246185.457336	198255.67456100002	646500.763306	150.0	17	372479.20898400014	1012488.9340819998	1421158.343505	688099.108642	800631.421633	1366079.942383	678683.500854	461918.21459999995	556818.8771999999	961132.596191	10263.951294	19	344153.146361	573888.44464	533211.723389	448499.916624	581337.3477790001	1390629.9244390002	673351.4588649999	358806.974305	199934.174866	498362.779051	1172.258179
1297	1	sp|P14866|HNRPL_HUMAN	 	 	sp|P14866|HNRPL_HUMAN, sp|Q8WVV9|HNRLL_HUMAN	 	64.2	589	64132	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens (Human) OX=9606 GN=HNRNPL PE=1 SV=2	190	184	0.968	78	51	61	76	49	59	77.854	50.719	60.662	76	2967378.0123280007	7361007.167176998	7032965.984864999	5185759.395387999	7769590.343503001	10050880.942753999	4942774.244139999	1524618.0543199996	739607.4954849995	5050418.787232999	1696.255188	49	672951.924377	3890540.410162001	6760958.221922999	3202315.6688240003	3870699.8106710007	4166863.188967	5011805.083986	1494927.2443880008	2142040.335514	4351097.339359	45023.14257699999	59	2002131.093382001	6571909.603759999	8182705.0219720015	4182639.992617	6600850.606994001	14843756.144776998	12320145.641237002	3197061.904057001	1344357.9312109998	4880583.250183999	1199.3007810000001
1298	1	sp|P14868|SYDC_HUMAN	 	 	 	 	63.1	501	57136	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=DARS1 PE=1 SV=2	148	148	1.000	48	51	49	48	51	49	48.000	51.000	49.000	48	2494891.706056001	3375700.5615250007	5664421.790528	4645217.841310999	5000631.353516	4081660.775393	3680107.1787120006	1187950.5906979996	1088240.3817159997	3767924.9790049987	4928.186522999999	51	563594.0780620002	3627076.967528001	3817808.161621	2615995.442622999	2694055.65137	3648940.7939490005	2657392.643311	1313519.9321299999	1984335.6401370005	3061290.7341320002	47994.639037999994	49	1933479.6674849999	2495361.8415559996	5235264.517581	2617876.720949	2860094.9050339996	8620563.196777001	7110935.637695	1868429.046875	906832.5114760001	2516971.9045440005	6218.6906739999995
1299	1	sp|P14902|I23O1_HUMAN	 	 	 	 	13.9	403	45326	Indoleamine 2,3-dioxygenase 1 OS=Homo sapiens (Human) OX=9606 GN=IDO1 PE=1 SV=1	5	5	1.000	1	0	4	1	0	4	1.000	0.000	4.000	1	14933.43457	20950.21875	20565.105469	39076.371094	179603.8125	22335.582031	54511.734375	22012.576172	11190.625	34211.003906	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	79217.747803	35713.433472000004	56348.67260799999	67863.617188	104817.73388700001	76788.042969	867280.246094	150285.441407	67718.20898400001	159449.82128899998	150.0
1300	1	sp|P14923|PLAK_HUMAN	 	 	sp|P14923|PLAK_HUMAN, sp|P35222|CTNB1_HUMAN	 	58.9	745	81744	Junction plakoglobin OS=Homo sapiens (Human) OX=9606 GN=JUP PE=1 SV=3	104	91	0.875	21	45	38	19	41	31	19.760	43.247	34.557	19	252355.34723	175815.21533	195202.80004700003	506462.953734	366947.25378499995	961077.8876940002	447829.20227099996	258336.84692499996	144666.00463699998	475615.48315299995	2387.282227	41	324658.26196200005	801465.5630480002	3336232.789795001	504379.536747	1056984.168214	1864112.4553840002	757115.9382939999	691043.4114989999	1377588.1263439995	1019830.0252700003	31433.376405	31	715174.2686180001	439570.7587889999	764917.8547350001	855199.15845	984408.9843759998	3088968.745115	1796902.9663080005	1039050.7311999999	363717.7742929999	1146808.0830069997	2611.6170650000004
1301	1	sp|P14927|QCR7_HUMAN	 	 	 	 	64.0	111	13530	Cytochrome b-c1 complex subunit 7 OS=Homo sapiens (Human) OX=9606 GN=UQCRB PE=1 SV=2	35	35	1.000	8	15	12	8	15	12	8.000	15.000	12.000	8	560228.52295	761365.4267569999	1352990.0712899999	594137.1728520001	861982.0673829999	835486.859375	618272.733401	286566.33154100005	402560.672852	759125.155273	3105.505371	15	521152.959961	1560210.4824220003	1270117.194336	720117.587891	690109.242188	1948585.9355470003	636575.609376	543496.635254	552806.304687	939006.3164070002	16392.896484	12	328772.60241800005	1006802.981934	957669.69043	503357.89086800005	763329.873047	2320634.7988270004	612958.840821	483569.231201	124890.50683500001	689887.391116	150.0
1302	1	sp|P15086|CBPB1_HUMAN	 	 	 	 	5.3	417	47367	Carboxypeptidase B OS=Homo sapiens (Human) OX=9606 GN=CPB1 PE=1 SV=4	5	5	1.000	0	5	0	0	5	0	0.000	5.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	1744.0141600000002	7080.774536	8298.667968	12162.021606999999	8968.334717	18974.625489	40593.943359	499659.046875	3293.774658	48571.225586	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1303	1	sp|P15088|CBPA3_HUMAN	 	 	 	 	20.6	417	48669	Mast cell carboxypeptidase A OS=Homo sapiens (Human) OX=9606 GN=CPA3 PE=1 SV=2	28	28	1.000	13	10	5	13	10	5	13.000	10.000	5.000	13	266333.051757	492671.848145	308761.198607	1225312.3486340002	579544.6689459999	424545.808104	850374.726075	776853.7958989999	367962.35913200007	558477.933593	7954.61792	10	615854.380859	122375.85583500002	215430.684815	143756.150147	265636.25195299997	194019.132446	211382.442383	710395.316406	744452.3164070001	351445.381838	23831.882812	5	59228.64294400001	51898.370606	96970.339356	209008.056641	83912.438722	153843.81103399998	126661.51318400001	624930.1210950001	254352.911132	255081.55664	2367.18457
1305	1	sp|P15104|GLNA_HUMAN	 	 	 	 	30.6	373	42064	Glutamine synthetase OS=Homo sapiens (Human) OX=9606 GN=GLUL PE=1 SV=4	35	35	1.000	8	15	12	8	15	12	8.000	15.000	12.000	8	148927.961061	327514.673096	208510.986938	222078.254763	406527.20996099996	346140.824464	317635.01733400003	87886.55664099999	167566.83544999998	361554.722412	150.0	15	389948.421387	422928.4038100001	1047387.0742190002	647814.751467	935040.135256	3068444.0165999997	327669.888183	412926.033934	360233.727053	814592.0590819999	150.0	12	219855.32934500003	442389.500977	950293.839357	644809.3538800001	731713.1412350001	622780.895997	1607415.762938	364228.947266	164305.240233	583465.794068	150.0
1306	1	sp|P15121|ALDR_HUMAN	 	 	sp|C9JRZ8|AK1BF_HUMAN, sp|P14550|AK1A1_HUMAN, sp|P15121|ALDR_HUMAN	 	55.7	316	35853	Aldo-keto reductase family 1 member B1 OS=Homo sapiens (Human) OX=9606 GN=AKR1B1 PE=1 SV=3	62	53	0.855	22	18	22	19	15	19	20.567	16.038	20.623	19	1185479.0185539997	2053958.089356	1015889.069825	1704738.740721	2838580.8330070004	2552456.5161130005	1809855.165529	648403.559449	442720.95642199996	1630056.6311040001	150.0	15	459378.4145499999	1530494.0327150002	1126352.5739760003	2525947.872558	987934.2780749999	2044125.0117169998	2133387.4270019997	1082442.6239019998	1677728.5864259999	1736442.919434	45804.567321	19	844052.3740259998	2680615.2231469997	1959806.0532219994	1593358.921633	3715509.29297	3060437.6674800003	4717582.834962	2395618.832033001	809037.2057490001	2108223.1416009995	5392.629395
1307	1	sp|P15144|AMPN_HUMAN	 	 	 	 	36.7	967	109538	Aminopeptidase N OS=Homo sapiens (Human) OX=9606 GN=ANPEP PE=1 SV=4	77	77	1.000	36	19	22	36	19	22	36.000	19.000	22.000	36	887157.1506330001	1092638.7872320001	906309.9082009998	943513.9455579999	3504203.02051	1000491.360107	2101423.4553209995	700405.7262530001	474212.3334990002	1206813.2164320003	150.0	19	193619.27844399997	220241.53759900003	678852.360108	354227.16235299996	373331.437259	358103.15600400005	354555.646483	350073.651732	524561.4809579998	518978.71386699995	10639.250366000002	22	584675.486938	696472.6567370002	685237.1965310001	990696.6140140002	1697255.4990240003	858263.9632579999	922575.5563979998	415142.465821	660285.2612309998	744196.5064679999	21252.023376999998
1308	1	sp|P15153|RAC2_HUMAN	 	 	sp|P15153|RAC2_HUMAN, sp|P60953|CDC42_HUMAN, sp|P63000|RAC1_HUMAN, sp|P84095|RHOG_HUMAN	 	41.1	192	21429	Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens (Human) OX=9606 GN=RAC2 PE=1 SV=1	58	15	0.259	21	18	19	6	3	6	9.463	5.514	9.411	6	133625.501709	479457.137939	215226.79199300002	623219.528809	1213552.5522460002	169762.443359	745439.587403	81778.829101	79740.922118	380032.372559	150.0	3	7268.7037359999995	27443.729126000002	89807.892578	79100.365234	77821.882813	69496.998047	36859.670899000004	27258.019531	51119.333985000005	79597.609375	1641.269226	6	153881.574219	358900.01245100005	297885.266601	245158.16161999997	695428.875	300804.68457100005	903280.9296879999	480310.321533	95540.203614	340595.30664	150.0
1309	1	sp|P15169|CBPN_HUMAN	 	 	 	 	10.3	458	52286	Carboxypeptidase N catalytic chain OS=Homo sapiens (Human) OX=9606 GN=CPN1 PE=1 SV=1	7	7	1.000	4	2	1	4	2	1	4.000	2.000	1.000	4	21739.579346	21898.548218	28656.346437	23617.940430000002	23692.132568	13118.617553999997	15116.241576	6820.694214	10372.946288	20407.395019	150.0	2	3393.491943	2180.274902	3178.845703	2035.0483399999998	4619.041504	1757.0484620000002	6212.817871	2405.48291	6310.875488000001	4335.305176	721.345642	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1311	1	sp|P15289|ARSA_HUMAN	 	 	sp|P15289|ARSA_HUMAN, sp|P34059|GALNS_HUMAN	 	15.6	507	53588	Arylsulfatase A OS=Homo sapiens (Human) OX=9606 GN=ARSA PE=1 SV=3	16	8	0.500	4	7	5	2	4	2	3.333	5.200	2.857	2	26178.396484999997	61045.892578	50469.061524000004	59717.505859	49923.900391	38951.831055	59895.431641	18595.681152	11735.073731	46604.626953	150.0	4	7556.624634	14837.1604	19781.827148999997	23971.182861	13449.204345999999	54010.925781000005	15337.213623	12669.178467	13877.593504999999	21950.596192	150.0	2	12538.25415	11017.135987	31654.034668	16160.578125	44705.354492	48640.61132899999	33314.799316000004	16965.471435	13575.360352000002	27143.829102	150.0
